36085,Berton,ios web,Organic,1/30/16,2/13/16,,,,,
36086,Berton,,Referral,1/6/16,1/6/16,1/8/16,Dodge,Neon,2001.0,
36087,Berton,android web,Paid,1/8/16,1/8/16,1/8/16,Dodge,Charger,2007.0,2/3/16
36088,Berton,windows,Organic,1/4/16,1/12/16,,,,,
36089,Strark,android web,Paid,1/2/16,2/11/16,,,,,
36090,Berton,android web,Referral,1/3/16,1/8/16,,,,,
36091,Strark,mac,Organic,1/13/16,1/14/16,1/21/16,Toyota,Camry,2007.0,2/12/16
36092,Wrouver,windows,Organic,1/4/16,1/20/16,,,,,
36093,Strark,android web,Paid,1/25/16,2/8/16,,,,,
36094,Wrouver,other,Paid,1/30/16,2/5/16,,,,,
36095,Berton,mac,Referral,1/22/16,2/4/16,,,,,
36096,Wrouver,other,Organic,1/26/16,,,,,,
36097,Berton,mac,Paid,1/9/16,1/15/16,,,,,
36098,Strark,android web,Paid,1/3/16,1/11/16,,,,,
36099,Berton,mac,Paid,1/7/16,1/13/16,,,,,
36100,Wrouver,ios web,Referral,1/22/16,,,,,,
36101,Berton,android web,Paid,1/16/16,,,,,,
36102,Strark,ios web,Organic,1/4/16,1/22/16,,,,,
36103,Strark,,Referral,1/1/16,,,,,,
36104,Strark,windows,Organic,1/13/16,,,,,,
36105,Berton,ios web,Paid,1/21/16,1/31/16,,,,,
36106,Berton,ios web,Referral,1/20/16,1/20/16,,,,,
36107,Strark,android web,Paid,1/3/16,,,,,,
36108,Strark,android web,Paid,1/24/16,,,,,,
36109,Berton,android web,Paid,1/11/16,1/18/16,,,,,
36110,Strark,other,Paid,1/20/16,2/3/16,2/4/16,Maserati,Ghibli,2015.0,
36111,Strark,android web,Referral,1/2/16,,,,,,
36112,Berton,mac,Referral,1/5/16,1/11/16,1/13/16,Toyota,Prius,2008.0,1/14/16
36113,Strark,ios web,Paid,1/1/16,,,,,,
36114,Wrouver,other,Paid,1/22/16,1/26/16,1/26/16,GMC,Terrain,2016.0,
36115,Strark,ios web,Organic,1/17/16,2/14/16,,,,,
36116,Strark,mac,Paid,1/9/16,1/10/16,,,,,
36117,Berton,windows,Paid,1/13/16,1/22/16,,,,,
36118,Strark,ios web,Paid,1/6/16,2/18/16,,,,,
36119,Berton,ios web,Organic,1/28/16,2/6/16,,,,,
36120,Berton,ios web,Paid,1/4/16,1/5/16,1/8/16,Chrysler,Town and Country,2015.0,1/8/16
36121,Berton,ios web,Referral,1/12/16,1/13/16,1/18/16,Toyota,Camry,2014.0,1/19/16
36122,Berton,android web,Referral,1/19/16,1/21/16,,,,,
36123,Berton,mac,Paid,1/13/16,1/24/16,,,,,
36124,Strark,ios web,Referral,1/25/16,1/25/16,1/28/16,Toyota,Prius C,2015.0,2/12/16
36125,Berton,windows,Paid,1/9/16,1/14/16,,,,,
36126,Strark,windows,Paid,1/9/16,1/9/16,,,,,
36127,Berton,android web,Paid,1/18/16,1/18/16,,,,,
36128,Strark,ios web,Referral,1/3/16,1/20/16,,,,,
36129,Strark,,Referral,1/5/16,,,,,,
36130,Berton,android web,Referral,1/23/16,,,,,,
36131,Berton,android web,Paid,1/20/16,1/20/16,,,,,
36132,Wrouver,android web,Paid,1/25/16,2/9/16,,,,,
36133,Berton,ios web,Organic,1/29/16,1/29/16,1/29/16,Honda,Civic,2014.0,2/6/16
36134,Strark,android web,Paid,1/5/16,1/5/16,,,,,
36135,Wrouver,windows,Referral,1/14/16,1/30/16,2/10/16,Toyota,Corolla,2009.0,
36136,Strark,android web,Paid,1/30/16,2/19/16,,,,,
36137,Wrouver,mac,Referral,1/27/16,1/27/16,,,,,
36138,Strark,android web,Referral,1/7/16,1/9/16,1/9/16,Toyota,Camry,2012.0,
36139,Strark,windows,Paid,1/2/16,1/2/16,1/3/16,Mitsubishi,Montero,2001.0,1/8/16
36140,Strark,,Organic,1/28/16,2/24/16,2/28/16,Kia,Optima,2015.0,
36141,Strark,windows,Paid,1/4/16,1/11/16,,,,,
36142,Strark,mac,Paid,1/20/16,2/9/16,2/21/16,Nissan,Sentra,2014.0,
36143,Berton,,Organic,1/5/16,,,,,,
36144,Strark,android web,Referral,1/13/16,1/15/16,,,,,
36145,Strark,ios web,Referral,1/1/16,1/24/16,2/1/16,Honda,Accord,2001.0,
36146,Strark,android web,Paid,1/15/16,2/11/16,,,,,
36147,Berton,windows,Referral,1/4/16,1/6/16,1/6/16,Dodge,Charger,2014.0,1/21/16
36148,Berton,ios web,Organic,1/12/16,1/18/16,,,,,
36149,Berton,ios web,Referral,1/7/16,2/3/16,,,,,
36150,Strark,windows,Organic,1/28/16,2/6/16,,,,,
36151,Strark,ios web,Referral,1/8/16,1/12/16,2/9/16,Dodge,Durango,2015.0,
36152,Strark,mac,Referral,1/21/16,2/7/16,2/9/16,Ford,Escape,2007.0,
36153,Strark,android web,Referral,1/30/16,2/1/16,,,,,
36154,Berton,windows,Paid,1/14/16,,,,,,
36155,Strark,ios web,Organic,1/22/16,1/22/16,,,,,
36156,Strark,,Referral,1/7/16,,,,,,
36157,Berton,other,Referral,1/27/16,,,,,,
36158,Strark,,Organic,1/27/16,2/4/16,,,,,
36159,Berton,ios web,Paid,1/30/16,2/16/16,,,,,
36160,Berton,ios web,Paid,1/30/16,2/16/16,2/19/16,Nissan,Sentra,2013.0,2/19/16
36161,Strark,android web,Referral,1/11/16,1/17/16,1/17/16,Hyundai,Santa Fe,2016.0,1/30/16
36162,Strark,ios web,Paid,1/27/16,1/29/16,,,,,
36163,Strark,ios web,Paid,1/1/16,,,,,,
36164,Berton,android web,Paid,1/28/16,,,,,,
36165,Strark,android web,Referral,1/23/16,2/17/16,,,,,
36166,Berton,android web,Paid,1/2/16,,,,,,
36167,Strark,windows,Paid,1/19/16,1/19/16,,,,,
36168,Berton,android web,Organic,1/7/16,1/9/16,1/17/16,Volkswagen,Passat,2012.0,
36169,Strark,mac,Paid,1/14/16,1/15/16,1/18/16,Scion,tC,2011.0,
36170,Strark,,Referral,1/28/16,2/7/16,,,,,
36171,Strark,windows,Organic,1/18/16,1/27/16,,,,,
36172,Strark,android web,Paid,1/8/16,1/23/16,,,,,
36173,Berton,ios web,Referral,1/12/16,1/16/16,1/24/16,Chrysler,300,2009.0,
36174,Strark,ios web,Organic,1/22/16,,,,,,
36175,Strark,windows,Referral,1/3/16,1/29/16,,,,,
36176,Berton,ios web,Referral,1/29/16,2/5/16,,,,,
36177,Strark,,Referral,1/5/16,1/11/16,,,,,
36178,Strark,android web,Paid,1/7/16,1/14/16,,,,,
36179,Strark,mac,Referral,1/7/16,1/23/16,,,,,
36180,Strark,ios web,Organic,1/15/16,1/20/16,1/24/16,Nissan,Altima,2015.0,1/29/16
36181,Strark,windows,Referral,1/5/16,1/7/16,1/10/16,Honda,Civic,2006.0,1/10/16
36182,Berton,,Referral,1/9/16,,,,,,
36183,Wrouver,windows,Organic,1/12/16,1/13/16,1/13/16,Kia,Optima,2009.0,2/4/16
36184,Wrouver,other,Paid,1/11/16,1/19/16,,,,,
36185,Strark,,Referral,1/9/16,,,,,,
36186,Berton,ios web,Referral,1/15/16,1/16/16,1/19/16,Honda,Civic,2012.0,1/21/16
36187,Berton,,Organic,1/18/16,,,,,,
36188,Strark,ios web,Referral,1/20/16,1/30/16,2/5/16,Scion,xD,2009.0,
36189,Strark,windows,Referral,1/17/16,1/21/16,1/21/16,Chevrolet,Impala,2013.0,1/23/16
36190,Wrouver,other,Organic,1/9/16,,,,,,
36191,Strark,ios web,Organic,1/14/16,2/3/16,,,,,
36192,Strark,ios web,Paid,1/6/16,,,,,,
36193,Berton,android web,Referral,1/3/16,1/3/16,1/3/16,Toyota,Camry,2016.0,1/6/16
36194,Strark,,Referral,1/1/16,1/14/16,,,,,
36195,Berton,windows,Organic,1/12/16,1/18/16,1/19/16,Ford,Fusion,2015.0,2/3/16
36196,Berton,android web,Paid,1/5/16,1/5/16,1/5/16,Nissan,Versa,2011.0,1/21/16
36197,Strark,android web,Referral,1/26/16,2/21/16,,,,,
36198,Strark,android web,Referral,1/23/16,2/4/16,,,,,
36199,Berton,,Referral,1/10/16,,,,,,
36200,Berton,,Organic,1/25/16,,,,,,
36201,Strark,windows,Referral,1/10/16,1/28/16,,,,,
36202,Strark,android web,Paid,1/12/16,,,,,,
36203,Berton,other,Organic,1/20/16,1/29/16,,,,,
36204,Strark,android web,Paid,1/25/16,1/26/16,1/26/16,BMW,3-series,2007.0,
36205,Wrouver,ios web,Paid,1/20/16,1/20/16,2/8/16,BMW,X5,2015.0,
36206,Berton,ios web,Paid,1/15/16,1/15/16,,,,,
36207,Berton,ios web,Referral,1/29/16,2/2/16,,,,,
36208,Berton,,Referral,1/27/16,,,,,,
36209,Wrouver,,Organic,1/21/16,,,,,,
36210,Strark,ios web,Referral,1/12/16,1/19/16,2/12/16,Lexus,GS,2015.0,2/11/16
36211,Strark,windows,Organic,1/4/16,1/7/16,2/18/16,Toyota,Camry,2014.0,
36212,Berton,ios web,Paid,1/25/16,2/3/16,,,,,
36213,Strark,ios web,Organic,1/27/16,2/11/16,,,,,
36214,Berton,android web,Paid,1/27/16,1/30/16,,,,,
36215,Strark,other,Paid,1/10/16,1/20/16,,,,,
36216,Strark,ios web,Paid,1/8/16,2/17/16,,,,,
36217,Strark,android web,Paid,1/25/16,2/3/16,2/27/16,Buick,LaCrosse,2008.0,
36218,Strark,windows,Referral,1/4/16,1/7/16,1/23/16,Hyundai,Accent,2016.0,
36219,Berton,other,Referral,1/27/16,1/31/16,,,,,
36220,Berton,android web,Paid,1/17/16,2/7/16,,,,,
36221,Strark,android web,Paid,1/30/16,1/30/16,,,,,
36222,Wrouver,mac,Paid,1/18/16,1/24/16,,,,,
36223,Strark,other,Referral,1/25/16,1/30/16,2/7/16,Toyota,RAV4,2014.0,
36224,Strark,ios web,Paid,1/18/16,1/20/16,,,,,
36225,Strark,android web,Organic,1/3/16,1/21/16,,,,,
36226,Strark,windows,Paid,1/21/16,2/10/16,,,,,
36227,Berton,ios web,Paid,1/30/16,2/17/16,,,,,
36228,Berton,windows,Organic,1/24/16,1/24/16,1/26/16,Toyota,RAV4,2010.0,
36229,Strark,windows,Organic,1/12/16,1/18/16,,,,,
36230,Strark,,Referral,1/4/16,,,,,,
36231,Strark,ios web,Paid,1/18/16,1/22/16,,,,,
36232,Strark,mac,Paid,1/23/16,1/27/16,2/18/16,Kia,Sorento,2015.0,
36233,Strark,mac,Paid,1/11/16,1/23/16,,,,,
36234,Berton,ios web,Referral,1/1/16,2/17/16,2/22/16,Hyundai,Elantra,2013.0,
36235,Strark,mac,Organic,1/14/16,1/21/16,1/25/16,Dodge,Ram 1500,2007.0,
36236,Strark,android web,Organic,1/21/16,2/4/16,,,,,
36237,Strark,ios web,Referral,1/25/16,2/10/16,2/10/16,Chevrolet,Equinox,2012.0,
36238,Strark,other,Organic,1/12/16,2/8/16,,,,,
36239,Strark,ios web,Organic,1/22/16,1/22/16,1/22/16,Chevrolet,Silverado 1500,2015.0,2/3/16
36240,Strark,android web,Referral,1/20/16,1/26/16,,,,,
36241,Berton,ios web,Referral,1/3/16,1/6/16,,,,,
36242,Berton,android web,Paid,1/18/16,1/21/16,,,,,
36243,Strark,windows,Referral,1/29/16,2/2/16,,,,,
36244,Berton,android web,Paid,1/22/16,1/22/16,1/22/16,Nissan,Sentra,2014.0,1/29/16
36245,Berton,ios web,Paid,1/1/16,,,,,,
36246,Berton,ios web,Organic,1/21/16,2/4/16,,,,,
36247,Strark,ios web,Referral,1/13/16,1/14/16,,,,,1/27/16
36248,Wrouver,ios web,Organic,1/4/16,1/12/16,,,,,
36249,Wrouver,ios web,Paid,1/21/16,1/28/16,,,,,
36250,Berton,ios web,Paid,1/26/16,2/14/16,,,,,
36251,Berton,android web,Referral,1/26/16,2/7/16,2/7/16,Toyota,Prius,2008.0,2/9/16
36252,Strark,android web,Paid,1/26/16,,,,,,
36253,Strark,android web,Referral,1/4/16,1/4/16,1/7/16,Honda,Civic,2013.0,1/7/16
36254,Strark,,Organic,1/2/16,1/23/16,,,,,
36255,Strark,mac,Paid,1/24/16,1/24/16,,,,,
36256,Berton,,Referral,1/6/16,,,,,,
36257,Strark,ios web,Paid,1/2/16,,,,,,
36258,Strark,windows,Paid,1/26/16,2/4/16,,,,,
36259,Strark,windows,Paid,1/26/16,,,,,,
36260,Strark,ios web,Referral,1/17/16,1/19/16,2/3/16,Mercedes-Benz,C-Class,2015.0,
36261,Strark,,Organic,1/23/16,,,,,,
36262,Strark,windows,Organic,1/20/16,1/23/16,1/27/16,Toyota,Prius V,2005.0,1/30/16
36263,Strark,windows,Referral,1/14/16,1/14/16,1/14/16,Toyota,Camry,2001.0,1/18/16
36264,Strark,mac,Organic,1/17/16,1/18/16,,,,,
36265,Berton,android web,Paid,1/5/16,1/16/16,2/26/16,Nissan,Sentra,2015.0,
36266,Strark,ios web,Paid,1/17/16,,,,,,
36267,Berton,android web,Referral,1/27/16,2/1/16,2/5/16,Toyota,Camry,2010.0,2/12/16
36268,Berton,android web,Referral,1/9/16,1/30/16,,,,,
36269,Wrouver,other,Paid,1/2/16,,,,,,
36270,Berton,ios web,Paid,1/29/16,1/29/16,,,,,
36271,Strark,android web,Paid,1/20/16,2/17/16,2/23/16,BMW,3-series,2015.0,
36272,Berton,ios web,Referral,1/1/16,1/10/16,,,,,
36273,Strark,windows,Paid,1/13/16,1/23/16,,,,,
36274,Berton,ios web,Paid,1/20/16,1/22/16,,,,,
36275,Berton,ios web,Organic,1/26/16,1/31/16,,,,,
36276,Strark,android web,Organic,1/5/16,1/6/16,1/14/16,Jeep,Grand Cherokee,2016.0,1/26/16
36277,Wrouver,,Organic,1/28/16,2/20/16,,,,,
36278,Strark,android web,Referral,1/3/16,1/4/16,1/22/16,GMC,Yukon,2004.0,1/23/16
36279,Strark,ios web,Paid,1/24/16,1/24/16,,,,,
36280,Strark,android web,Organic,1/13/16,,,,,,
36281,Berton,ios web,Referral,1/12/16,1/14/16,,,,,1/25/16
36282,Strark,ios web,Referral,1/20/16,2/14/16,,,,,
36283,Strark,android web,Organic,1/24/16,2/9/16,2/23/16,Porsche,Cayenne,2004.0,
36284,Strark,windows,Referral,1/21/16,1/21/16,1/22/16,Toyota,Yaris,2014.0,1/27/16
36285,Strark,,Organic,1/4/16,,,,,,
36286,Berton,ios web,Organic,1/10/16,1/18/16,,,,,
36287,Berton,ios web,Paid,1/9/16,2/21/16,,,,,
36288,Berton,ios web,Referral,1/6/16,1/21/16,2/3/16,Nissan,Sentra,2015.0,
36289,Wrouver,ios web,Referral,1/12/16,1/12/16,1/12/16,Toyota,Corolla,2011.0,1/16/16
36290,Wrouver,ios web,Referral,1/6/16,1/23/16,,,,,
36291,Berton,android web,Paid,1/30/16,2/6/16,,,,,
36292,Strark,ios web,Paid,1/18/16,1/18/16,,,,,
36293,Strark,ios web,Paid,1/27/16,1/27/16,,,,,
36294,Strark,mac,Paid,1/22/16,2/3/16,2/22/16,Honda,Civic,2015.0,
36295,Strark,android web,Paid,1/21/16,1/23/16,2/1/16,Kia,Optima,2015.0,
36296,Strark,ios web,Organic,1/11/16,1/21/16,,,,,
36297,Berton,ios web,Organic,1/2/16,1/25/16,,,,,
36298,Strark,android web,Referral,1/30/16,2/13/16,,,,,
36299,Strark,android web,Organic,1/7/16,1/11/16,1/15/16,Toyota,Corolla,2016.0,1/25/16
36300,Strark,,Organic,1/20/16,,,,,,
36301,Wrouver,android web,Referral,1/19/16,1/19/16,,,,,
36302,Strark,android web,Paid,1/3/16,,,,,,
36303,Berton,mac,Referral,1/4/16,1/19/16,,,,,
36304,Strark,ios web,Referral,1/9/16,1/15/16,,,,,
36305,Strark,android web,Referral,1/9/16,1/14/16,1/16/16,Chevrolet,Malibu,2009.0,1/28/16
36306,Strark,android web,Paid,1/25/16,2/1/16,2/26/16,Toyota,Camry,2004.0,
36307,Wrouver,other,Paid,1/30/16,,,,,,
36308,Strark,,Organic,1/20/16,,,,,,
36309,Berton,android web,Paid,1/25/16,2/1/16,2/1/16,Toyota,RAV4,2015.0,2/1/16
36310,Berton,ios web,Referral,1/27/16,1/27/16,1/27/16,Toyota,Corolla,2014.0,1/30/16
36311,Strark,,Referral,1/1/16,1/6/16,,,,,
36312,Strark,android web,Paid,1/2/16,2/21/16,2/23/16,Nissan,Altima,2013.0,
36313,Berton,mac,Paid,1/11/16,2/5/16,,,,,
36314,Strark,ios web,Organic,1/18/16,,,,,,
36315,Strark,,Organic,1/13/16,1/15/16,,,,,
36316,Strark,android web,Paid,1/1/16,1/14/16,,,,,
36317,Berton,mac,Paid,1/5/16,2/13/16,2/20/16,Honda,Odyssey,2012.0,
36318,Strark,android web,Organic,1/6/16,1/15/16,,,,,
36319,Berton,android web,Referral,1/17/16,1/20/16,1/31/16,Volkswagen,CC,2010.0,2/2/16
36320,Strark,ios web,Paid,1/4/16,1/14/16,,,,,
36321,Strark,ios web,Paid,1/18/16,2/7/16,,,,,
36322,Strark,,Referral,1/5/16,,,,,,
36323,Berton,windows,Paid,1/4/16,1/4/16,1/5/16,Volkswagen,Jetta,2012.0,1/5/16
36324,Strark,,Referral,1/3/16,,,,,,
36325,Berton,mac,Paid,1/28/16,2/1/16,,,,,
36326,Berton,android web,Paid,1/25/16,,,,,,
36327,Strark,android web,Referral,1/18/16,1/30/16,,,,,
36328,Strark,ios web,Organic,1/14/16,2/6/16,,,,,
36329,Berton,ios web,Organic,1/24/16,,,,,,
36330,Berton,ios web,Paid,1/19/16,2/10/16,,,,,
36331,Strark,android web,Organic,1/19/16,1/21/16,,,,,
36332,Strark,,Organic,1/29/16,1/30/16,,,,,
36333,Berton,android web,Organic,1/10/16,,,,,,
36334,Berton,ios web,Organic,1/13/16,1/25/16,,,,,
36335,Strark,android web,Referral,1/2/16,1/16/16,1/18/16,Lexus,LS,2002.0,1/29/16
36336,Strark,,Organic,1/9/16,,,,,,
36337,Wrouver,android web,Paid,1/7/16,1/10/16,,,,,
36338,Berton,windows,Referral,1/28/16,2/12/16,,,,,
36339,Berton,mac,Paid,1/12/16,1/27/16,,,,,
36340,Berton,windows,Organic,1/5/16,1/12/16,1/14/16,Subaru,Forester,2003.0,1/19/16
36341,Strark,android web,Paid,1/2/16,,,,,,
36342,Berton,ios web,Paid,1/24/16,2/5/16,,,,,
36343,Strark,,Organic,1/24/16,1/25/16,,,,,
36344,Strark,android web,Paid,1/26/16,,,,,,
36345,Wrouver,ios web,Paid,1/25/16,1/28/16,,,,,
36346,Berton,android web,Paid,1/25/16,,,,,,
36347,Strark,,Organic,1/26/16,2/3/16,2/22/16,Toyota,Prius V,2015.0,
36348,Strark,ios web,Organic,1/5/16,2/9/16,,,,,
36349,Berton,mac,Organic,1/19/16,2/25/16,3/11/16,Toyota,Prius V,2015.0,
36350,Wrouver,windows,Organic,1/18/16,1/23/16,,,,,
36351,Strark,,Referral,1/9/16,,,,,,
36352,Berton,android web,Referral,1/27/16,1/29/16,,,,,
36353,Strark,ios web,Referral,1/16/16,,,,,,
36354,Berton,ios web,Referral,1/14/16,1/14/16,2/11/16,Acura,MDX,2005.0,
36355,Strark,ios web,Paid,1/16/16,,,,,,
36356,Strark,,Referral,1/6/16,,,,,,
36357,Strark,ios web,Referral,1/18/16,2/1/16,,,,,
36358,Strark,android web,Paid,1/2/16,1/28/16,,,,,
36359,Berton,ios web,Referral,1/20/16,1/31/16,2/3/16,Hyundai,Elantra,2013.0,
36360,Strark,android web,Paid,1/23/16,,,,,,
36361,Strark,android web,Referral,1/4/16,,,,,,
36362,Berton,android web,Referral,1/27/16,2/9/16,2/18/16,Honda,CR-V,2002.0,
36363,Berton,ios web,Organic,1/19/16,2/19/16,,,,,
36364,Berton,ios web,Paid,1/6/16,2/5/16,,,,,
36365,Wrouver,ios web,Organic,1/5/16,1/5/16,,,,,
36366,Strark,ios web,Organic,1/2/16,1/24/16,1/26/16,Volkswagen,Jetta,2010.0,1/28/16
36367,Strark,android web,Referral,1/25/16,2/9/16,2/9/16,Dodge,Stratus,2006.0,2/22/16
36368,Strark,android web,Referral,1/25/16,1/25/16,,,,,
36369,Berton,ios web,Paid,1/10/16,,,,,,
36370,Strark,android web,Paid,1/28/16,2/12/16,3/2/16,Toyota,Corolla,2016.0,2/18/16
36371,Strark,ios web,Paid,1/18/16,1/19/16,,,,,
36372,Berton,ios web,Referral,1/2/16,2/13/16,2/21/16,Toyota,Corolla,2015.0,
36373,Berton,android web,Referral,1/8/16,1/8/16,1/8/16,Hyundai,Elantra,2003.0,1/9/16
36374,Wrouver,other,Paid,1/29/16,2/1/16,,,,,
36375,Berton,ios web,Organic,1/23/16,1/25/16,,,,,
36376,Strark,android web,Referral,1/5/16,1/5/16,1/15/16,BMW,3-series,2008.0,
36377,Strark,ios web,Referral,1/12/16,1/14/16,,,,,
36378,Berton,android web,Paid,1/28/16,,,,,,
36379,Wrouver,windows,Organic,1/27/16,,,,,,
36380,Strark,ios web,Paid,1/5/16,,,,,,
36381,Strark,android web,Organic,1/13/16,2/6/16,,,,,
36382,Strark,android web,Paid,1/26/16,2/17/16,,,,,
36383,Berton,android web,Organic,1/17/16,1/24/16,,,,,
36384,Wrouver,ios web,Paid,1/26/16,1/28/16,,,,,
36385,Strark,other,Organic,1/30/16,2/2/16,2/2/16,Toyota,Prius V,2015.0,2/19/16
36386,Strark,mac,Paid,1/7/16,1/14/16,,,,,
36387,Strark,android web,Paid,1/4/16,,,,,,
36388,Wrouver,windows,Paid,1/18/16,1/20/16,1/26/16,Mazda,MAZDA3,2007.0,
36389,Strark,android web,Paid,1/25/16,1/25/16,,,,,
36390,Berton,other,Organic,1/12/16,1/19/16,,,,,
36391,Berton,ios web,Paid,1/5/16,1/7/16,1/7/16,Saturn,Ion,2007.0,1/11/16
36392,Strark,android web,Organic,1/6/16,1/7/16,,,,,
